,Discount price,Original Price,Product Brand,Product Category Code,Product Name,Promo Tag,Rating,Raw Product,Review,Sales,Vendor
507,190.00, 366.00,Innisfree,nan,Forest For Men Fresh Skin Care 3pcs Set,2-day group shipment,,Innisfree - Forest For Men Fresh Skin Care 3pcs Set,,10,Golden Cosmetic & Beauty Limited
508,285.00, 430.00,Kiehl's,nan,Facial Fuel Energizing Moisturizer For Men 125ml,2-day group shipment,5,Kiehl's - Facial Fuel Energizing Moisturizer For Men 125ml,7,300,NANA MALL
509,220.00, 430.00,Biotherm,nan,AQUAPOWER 72H Gel Cream for Men 50ml (Parallel Import) [Expiry Date : 2021.12] *SALE*,2-day group shipment,,Biotherm - AQUAPOWER 72H Gel Cream for Men 50ml (Parallel Import) [Expiry Date : 2021.12] *SALE*,,20,NOBO Cosmetics & Skincare Outlet
510,29.00, 58.00,Shiseido,nan,UNO Men's Face Whip Wash Scrub 130g (Blue) (4901872449682)  (Parallel Import),2-day group shipment,4.571428571428571,Shiseido - UNO Men's Face Whip Wash Scrub 130g (Blue) (4901872449682)  (Parallel Import),7,300,Pretties HK
511,218.00, 380.00,Clarins,nan,Men Super Moisture Gel 50ml,2-day group shipment,,Clarins - Men Super Moisture Gel 50ml,,10,Golden Cosmetic & Beauty Limited
512,66.00, 128.00,Adidas,nan,AFTERSHAVE GET READY 50ml (parallel import goods),2-day group shipment,,Adidas - AFTERSHAVE GET READY 50ml (parallel import goods),,40,SH SUPPLIES
513,858.00," 1,870.00",Biotherm,nan,Force Supreme Essence Gel Set  (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Essence Gel Set  (Parallel Import),,,AYO Cosmetic
514,59.90," 1,870.00",Rosette,nan,日本市集】,2-day group shipment,,Rosette - 日版Rosette 祛痘玫瑰花天然硫磺潔面乳 90g (中性/偏油膚質)【市集世界 - 日本市集】,,20,市集世界 Market Of All Nations
515,114.00," 1,870.00",Wonder Bath,nan,Wonder bath Super Vegitoks Cleanser [PURPLE] 300ml,2-day group shipment,,Wonder Bath - Wonder bath Super Vegitoks Cleanser [PURPLE] 300ml,,,Starbuy
516,79.20, 133.70,BULLDOG,nan,Bulldog Original Face Wash,2-day group shipment,,BULLDOG - Bulldog Original Face Wash,,,HYY Mart
517,365.00, 780.00,Biotherm,nan,T-Pur Mattifying Moisturizer Gel (Parallel Import),2-day group shipment,,Biotherm - T-Pur Mattifying Moisturizer Gel (Parallel Import),,,AYO Cosmetic
518,24.50, 780.00,UL.OS,nan,Face Sheet,immediate shipment,,UL.OS - Face Sheet,,30,DFair
519,59.90, 780.00,Rosette,nan,日本市集】,2-day group shipment,3,Rosette - 日版Rosette 祛痘玫瑰花天然硫磺潔面乳 90g (乾性膚質)【市集世界 - 日本市集】,1,10,市集世界 Market Of All Nations
520,273.00, 390.00,Billy Jealousy,nan,Gnarly Sheen Beard Oil  -[Parallel Import Product],2-day group shipment,,Billy Jealousy - Gnarly Sheen Beard Oil  -[Parallel Import Product],,,Beautique
521,109.00, 178.00,MARLOWE.,nan,No. 107 Men's Facial Scrub Soap 99g,2-day group shipment,,MARLOWE. - No. 107 Men's Facial Scrub Soap 99g,,,Global Brand 全球直送
522,418.00, 490.00,Biotherm,nan,Force Supreme Life Essence 100ml (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Life Essence 100ml (Parallel Import),,,AYO Cosmetic
523,107.00, 490.00,Organia,AA16107520001,Soo 96.3% Galactomyoes Time Revitalizing Essence 150ml for men,overseas delivery,,Organia - Soo 96.3% Galactomyoes Time Revitalizing Essence 150ml for men,,,Organia
524,120.00, 150.00,M. SKIN CARE,nan,MEN CHARCOAL MUD MASK,2-day group shipment,,M. SKIN CARE - MEN CHARCOAL MUD MASK,,20,Miss Spa Shop
525,740.00, 900.00,Sulwhasoo 雪花秀,nan,Men Inner Charging Serum Set (Parallel Import),2-day group shipment,,Sulwhasoo 雪花秀 - Men Inner Charging Serum Set (Parallel Import),,,Alice Beauty
526,368.00, 500.00,Biotherm,nan,Force Supreme Eye Architect Serum 15ml (Parallel Import),2-day group shipment,,Biotherm - Force Supreme Eye Architect Serum 15ml (Parallel Import),,,JCOR Cosmetic
527,81.00,90,Melvita,nan,MOISTURIZING LIP BALM 3.5G,2-day group shipment,5,Melvita - MOISTURIZING LIP BALM 3.5G,2,40,Melvita - French Organic Beauty Care
528,492.00, 560.00,SKII,nan,Men Moisturizing Cleanser 120g,2-day group shipment,,SKII - Men Moisturizing Cleanser 120g,,,Source Beauty
529,498.00, 599.00,SK-II,nan,MEN FACIAL TREATMENT ESSENCE 75ml  (Parallel Import),2-day group shipment,,SK-II - MEN FACIAL TREATMENT ESSENCE 75ml  (Parallel Import),,,GT Market
530,24.00, 54.00,Shiseido 資生堂,nan,UNO Whip Men's Face Wash #Scrub 130g [Parallel Import] (4901872449682),2-day group shipment,,Shiseido 資生堂 - UNO Whip Men's Face Wash #Scrub 130g [Parallel Import] (4901872449682),,,OM361.COM
531,118.00, 54.00,MANDOM,nan,"Fusain Facial wash, Mandom 炭深層洗面膏 (100g x3)",2-day group shipment,,"MANDOM - 3pcs - Fusain Facial wash, Mandom 炭深層洗面膏 (100g x3)",,,Happy Moment 丨開心生活-專門店
532,198.00, 300.00,Clarins,nan,Men Active Face Wash 125ml,2-day group shipment,,Clarins - Men Active Face Wash 125ml,,,Beaute House
